,source,target
14503, adult 1 3 3 3 1 good triceps, Lying Single Arm Dumbbell Triceps Extension Forward Lean Dips Dips Close Grip Bench Press Decline Single Arm Dumbbell Triceps Extension
14504, adult 1 3 3 3 1 good biceps, Barbell Curl Concentration Dumbbell Curl Lying Cable Curl Preacher EZ Bar Curl Reverse Curl
14505, adult 1 3 3 3 1 good shoulders, Lying Dumbbell Rear Delt Raise Lying Single Arm Dumbbell Rear Delt Raise Dumbbell Alternating Shoulder Press Machine Shoulder Press
14506, adult 1 3 3 3 1 good chest, Dumbbell Push Up Chest Press Twisting Dumbbell Bench Press Kneeling Push Up
14507, adult 1 3 3 3 1 good legs, Seated Leg Curl Barbell Reverse Lunge Lying Single Leg Curl Single Leg Dumbbell Box Squat Single Leg Box Squat
14508, adult 1 3 3 3 1 good back, Single Arm Dumbbell Row Single Arm Cable Row Standing Single Arm Cable Row Bent Over Reverse Grip Barbell Row Reverse Incline Dumbbell Row
14509, adult 1 3 3 3 1 good calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Calf Press Barbell Calf Raise
14510, adult 1 3 3 3 2 good abdominals, Sit Up Kneeling Ab Rollout Side Plank (from knees) Lying Hip Thrust Cable Chop
14511, adult 1 3 3 3 2 good triceps, Tricep Extensions Bench Dips Lying Overhead EZ Bar Tricep Extension Decline Dumbbell Triceps Extension Incline EZ Bar Tricep Extension
14512, adult 1 3 3 3 2 good biceps, Seated Dumbbell Curl Cable Curl Preacher Single Arm Dumbbell Curl Cross Body Hammer Curl Preacher EZ Bar Curl
14513, adult 1 3 3 3 2 good shoulders, Seated Dumbbell Rear Delt Raise Cable Front Raise Seated Dumbbell Rear Delt Elbow Raise Dumbbell Twisting Shoulder Press
14514, adult 1 3 3 3 2 good chest, Push Up Pec Deck Fly Wide Grip Push Up Kneeling Push Up
14515, adult 1 3 3 3 2 good legs, Lateral Step Up Single Leg Extension Single Leg Dumbbell Squat Barbell Walking Lunge Single Leg Barbell Squat
14516, adult 1 3 3 3 2 good back, Seated Cable Row Bent Over Long Barbell Row Rope Cable Row Bent Over Reverse Grip Barbell Row Reverse Incline Dumbbell Row
14517, adult 1 3 3 3 2 good calves, Calf Raise   Standing Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
14518, adult 1 3 3 3 3 good abdominals, Bent Knee Crunch Weighted Crunch Kneeling Ab Rollout Incline Reverse Crunch Front Plank (tripod   1 arm and 2 legs or 2 legs and 1 arm)
14519, adult 1 3 3 3 3 good triceps, Machine Dips Overhead Single Arm Cable Tricep Extension Lying Overhead EZ Bar Tricep Extension Decline Single Dumbbell Triceps Extension Reverse Tricep Pushdown
14520, adult 1 3 3 3 3 good biceps, Seated Alternating Curl Lying Double Biceps Cable Curl Preacher Dumbbell Curl Spider Curl Cross Body Hammer Curl
14521, adult 1 3 3 3 3 good shoulders, Lying Dumbbell Rear Delt Raise Single Arm Cable Lateral Raise Dumbbell Twisting Shoulder Press Barbell Shoulder Press Smith Machine Shoulder Press
14522, adult 1 3 3 3 3 good chest, Dumbbell Fly Pec Deck Fly Kneeling Push Up Dumbbell Push Up
14523, adult 1 3 3 3 3 good legs, Lying Leg Curl Walking Lunge Dumbbell Side Lunge Dumbbell Split Squat Dumbbell Walking Lunge
14524, adult 1 3 3 3 3 good back, Bent Over Barbell Row Bent Over Long Barbell Row Single Arm Lat Pulldown Bent Over Single Arm Long Barbell Row V Bar Pull Up
14525, adult 1 3 3 3 3 good calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Barbell Calf Raise Single Leg Calf Press
14526, adult 2 1 1 1 1 good abdominals, Bent Knee Crunch Front Plank (from knees) Reverse Crunch Bent Knee Sit Up
14527, adult 2 1 1 1 1 good triceps, V Bar Tricep Pushdown Dips Lying Overhead EZ Bar Tricep Extension Incline EZ Bar Tricep Extension Decline Single Arm Dumbbell Triceps Extension
14528, adult 2 1 1 1 1 good biceps, Machine Curl Cable Curl Preacher Hammer Dumbbell Curl Overhead Rope Cable Curl Cross Body Hammer Curl
14529, adult 2 1 1 1 1 good shoulders, Front Plate Raise Seated Dumbbell Rear Delt Raise Dumbbell Alternating Shoulder Press Machine Shoulder Press
14530, adult 2 1 1 1 1 good chest, Machine Vertical Bench Press Alternating Dumbbell Bench Press Flat Bench Press Low Cable Crossover
14531, adult 2 1 1 1 1 good legs, Leg Curl Lying Leg Curl Lunge Seated Leg Curl
14532, adult 2 1 1 1 1 good back, Standing Cable Row Pull Up Assisted Pull Up Seated Cable Row
14533, adult 2 1 1 1 1 good calves, Calf Raise   Seated Seated Calf Raise Calf Raise   Standing Calf Press
14534, adult 2 1 1 1 2 good abdominals, Alternating Heel Touch Bent Knee Sit Up Bent Knee Crunch Cross Crunch
14535, adult 2 1 1 1 2 good triceps, Lying Tricep Extensions Single Arm Triceps Pushdown Bench Dips Close Grip Bench Press Decline Dumbbell Triceps Extension
14536, adult 2 1 1 1 2 good biceps, Dumbbell Curl Preacher Hammer Dumbbell Curl Preacher Single Arm Dumbbell Curl Preacher Cable Curl Lying High Cable Curl
14537, adult 2 1 1 1 2 good shoulders, Machine Shoulder Press Arnold Dumbbell Press Cable Front Raise Cable Lateral Raise
14538, adult 2 1 1 1 2 good chest, Push Up Barbell Bench Press Smith Machine Bench Press Alternating Dumbbell Bench Press
14539, adult 2 1 1 1 2 good legs, Lateral Step Up Leg Curl Reverse Lunge Machine Hack Squat
14540, adult 2 1 1 1 2 good back, One Arm Dumbbell Row Seated Cable Row Back Raise Quadruped Alternating Superman
14541, adult 2 1 1 1 2 good calves, Dumbbell Calf Raise Seated Calf Raise Calf Press Calf Raise   Standing
14542, adult 2 1 1 1 3 good abdominals, Side Plank (hip lift) Crunch Alternating Heel Touch Reverse Crunch
14543, adult 2 1 1 1 3 good triceps, Kneeling Cable Triceps Extension Lying EZ Bar Triceps Extension Leaning Overhead Tricep Extension Lying Reverse EZ Bar Triceps Extension Overhead EZ Bar Triceps Extension
14544, adult 2 1 1 1 3 good biceps, Single Arm Barbell Curl Preacher Single Arm Dumbbell Curl EZ Bar Curl Incline Hammer Curl Incline Dumbbell Curl
14545, adult 2 1 1 1 3 good shoulders, Lying Dumbbell Rear Delt Raise Dumbbell Shoulder Press Seated Dumbbell Rear Delt Elbow Raise Smith Machine Shoulder Press Reverse Incline Dumbbell Rear Delt Raise
14546, adult 2 1 1 1 3 good chest, Push Up Alternating Dumbbell Bench Press Barbell Bench Press Single Arm Dumbbell Bench Press
14547, adult 2 1 1 1 3 good legs, Leg Extension Dumbbell Lunge Step Up Leg Curl
14548, adult 2 1 1 1 3 good back, Seated Cable Row Single Arm Dumbbell Row Wide Grip Lat Pulldown Back Raise
14549, adult 2 1 1 1 3 good calves, Calf Raise   Seated Calf Raise   Standing Dumbbell Calf Raise Seated Calf Raise
14550, adult 2 1 1 2 1 good abdominals, Front Plank (from knees) Bent Knee Sit Up Crunch Reverse Crunch
14551, adult 2 1 1 2 1 good triceps, Kneeling Cable Triceps Extension Rope Triceps Pushdown Diamond Push Up Reverse Tricep Pushdown Decline Single Arm Dumbbell Triceps Extension
14552, adult 2 1 1 2 1 good biceps, Bicep Curl Lying Double Biceps Cable Curl Concentration Dumbbell Curl Reverse Curl Lying High Cable Curl
14553, adult 2 1 1 2 1 good shoulders, Dumbbell Alternating Shoulder Press Single Arm Dumbbell Shoulder Press Lying Dumbbell Rear Delt Raise Machine Shoulder Press
14554, adult 2 1 1 2 1 good chest, Pec Deck Fly Single Arm Dumbbell Bench Press Smith Machine Bench Press Flat Bench Press
14555, adult 2 1 1 2 1 good legs, Hip Lift Single Arm Dumbbell Side Squat Dumbbell Side Lunge Single Leg Extension
14556, adult 2 1 1 2 1 good back, Single Arm Dumbbell Row Assisted Pull Up Back Raise Machine Row
14557, adult 2 1 1 2 1 good calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
14558, adult 2 1 1 2 2 good abdominals, Bent Knee Sit Up Crunch Bent Knee Crunch Reverse Crunch
14559, adult 2 1 1 2 2 good triceps, Towel Triceps Pushdown Single Arm Triceps Pushdown Bench Dips Decline Single Dumbbell Triceps Extension Close Grip Bench Press
14560, adult 2 1 1 2 2 good biceps, Hammer Curl Concentration Dumbbell Curl EZ Bar Curl Reverse Curl Preacher EZ Bar Curl
14561, adult 2 1 1 2 2 good shoulders, Lying Dumbbell Rear Delt Raise Single Arm Cable Lateral Raise Pec Deck Real Delt Extensions Cable Front Raise
14562, adult 2 1 1 2 2 good chest, Dumbbell Bench Press Single Arm Dumbbell Bench Press Smith Machine Bench Press Barbell Bench Press
14563, adult 2 1 1 2 2 good legs, Leg Extension Single Leg Dumbbell Squat Lying Single Leg Curl Barbell Lunge
14564, adult 2 1 1 2 2 good back, Assisted Pull Up One Arm Dumbbell Row Single Arm Dumbbell Row Pull Up
14565, adult 2 1 1 2 2 good calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
14566, adult 2 1 1 2 3 good abdominals, Side Plank (hip lift) Cross Crunch Alternating Heel Touch Bent Knee Crunch
14567, adult 2 1 1 2 3 good triceps, Overhead Dumbbell Triceps Extension Lying Cable Triceps Extension Rope Triceps Pushdown Decline Single Dumbbell Triceps Extension Lying Reverse EZ Bar Triceps Extension
14568, adult 2 1 1 2 3 good biceps, Kneeling Cable Curl Preacher Dumbbell Curl Cable Curl Incline Alternating Dumbbell Curl Lying High Cable Curl
14569, adult 2 1 1 2 3 good shoulders, Dumbbell Front Raise Seated Dumbbell Rear Delt Elbow Raise Dumbbell Shoulder Press Barbell Shoulder Press Smith Machine Shoulder Press
14570, adult 2 1 1 2 3 good chest, Machine Vertical Bench Press Smith Machine Bench Press Single Arm Dumbbell Bench Press Flat Bench Press
14571, adult 2 1 1 2 3 good legs, Leg Press Walking Lunge Dumbbell Side Lunge Barbell Reverse Lunge
14572, adult 2 1 1 2 3 good back, Bent Over Barbell Row Standing Cable Row Close Grip Lat Pulldown Wide Grip Lat Pulldown
14573, adult 2 1 1 2 3 good calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
14574, adult 2 1 1 3 1 good abdominals, Crunch Bent Knee Sit Up Bent Knee Crunch Sit Up
14575, adult 2 1 1 3 1 good triceps, Kneeling Cable Triceps Extension Lying Cable Triceps Extension Dips Incline EZ Bar Tricep Extension Lying Reverse EZ Bar Triceps Extension
14576, adult 2 1 1 3 1 good biceps, Bicep Curl Concentration Dumbbell Curl Preacher Dumbbell Curl Spider Curl Overhead Rope Cable Curl
14577, adult 2 1 1 3 1 good shoulders, Dumbbell Lateral Raise Dumbbell Alternating Shoulder Press Dumbbell Front Raise Machine Shoulder Press
14578, adult 2 1 1 3 1 good chest, Dumbbell Bench Press Flat Bench Press Low Cable Crossover Alternating Dumbbell Bench Press
14579, adult 2 1 1 3 1 good legs, Leg Curl Lying Single Leg Curl Single Leg Hip Lift Elevated Single Leg Hip Lift Barbell Diagonal Lunge
14580, adult 2 1 1 3 1 good back, Standing Cable Row Back Raise Close Grip Lat Pulldown One Arm Dumbbell Row
14581, adult 2 1 1 3 1 good calves, Calf Raise   Seated Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
14582, adult 2 1 1 3 2 good abdominals, Cross Crunch Crunch Alternating Heel Touch Front Plank (from knees)
14583, adult 2 1 1 3 2 good triceps, Assisted Dips Lying EZ Bar Triceps Extension Single Arm Triceps Pushdown Decline Dumbbell Triceps Extension Decline Single Dumbbell Triceps Extension
14584, adult 2 1 1 3 2 good biceps, Bicep Curl Lying Cable Curl Concentration Dumbbell Curl Reverse Curl Incline Dumbbell Curl
14585, adult 2 1 1 3 2 good shoulders, Dumbbell Alternating Shoulder Press Seated Dumbbell Rear Delt Elbow Raise Bent Over Dumbbell Rear Delt Raise Barbell Front Raise
14586, adult 2 1 1 3 2 good chest, Machine Bench Press Smith Machine Bench Press Low Cable Crossover Alternating Dumbbell Bench Press
14587, adult 2 1 1 3 2 good legs, Lying Machine Squat Barbell Reverse Lunge Lying Alternating Leg Curl Elevated Single Leg Hip Lift Barbell Split Squat
14588, adult 2 1 1 3 2 good back, Quadruped Alternating Superman Back Raise Single Arm Dumbbell Row Pull Up
14589, adult 2 1 1 3 2 good calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Calf Press
14590, adult 2 1 1 3 3 good abdominals, Crunch Sit Up Front Plank (from knees) Crunch
14591, adult 2 1 1 3 3 good triceps, Single Arm Towel Triceps Pushdown Rope Triceps Pushdown Leaning Overhead Tricep Extension Close Grip Bench Press Lying Reverse EZ Bar Triceps Extension
14592, adult 2 1 1 3 3 good biceps, Single Arm Barbell Curl Preacher Dumbbell Curl Preacher Single Arm Dumbbell Curl Preacher EZ Bar Curl Incline Alternating Hammer Curl
14593, adult 2 1 1 3 3 good shoulders, Lying Dumbbell External Rotation Arnold Dumbbell Press Dumbbell Shoulder Press Kneeling Single Arm Cable Rear Delt Raise Bent Over Cable Rear Delt Raise
14594, adult 2 1 1 3 3 good chest, Push Up Smith Machine Bench Press Barbell Bench Press Low Cable Crossover
14595, adult 2 1 1 3 3 good legs, Step Up Single Leg Extension Barbell Reverse Lunge Dumbbell Split Squat Split Squat
14596, adult 2 1 1 3 3 good back, Back Raise Close Grip Lat Pulldown Pull Up Quadruped Alternating Superman
14597, adult 2 1 1 3 3 good calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Calf Press
14598, adult 2 1 2 1 1 good abdominals, Heel Touch Reverse Crunch Sit Up Alternating Heel Touch
14599, adult 2 1 2 1 1 good triceps, Machine Dips Overhead Single Arm Cable Tricep Extension Rope Triceps Pushdown Reverse Tricep Pushdown Lying Reverse EZ Bar Triceps Extension
14600, adult 2 1 2 1 1 good biceps, Single Arm Barbell Curl Preacher Single Arm Dumbbell Curl Lying Cable Curl Incline Alternating Hammer Curl Lying High Cable Curl
14601, adult 2 1 2 1 1 good shoulders, Cable External Rotation Lying Single Arm Dumbbell Rear Delt Raise Dumbbell Front Raise Single Arm Dumbbell Shoulder Press
14602, adult 2 1 2 1 1 good chest, Wide Grip Push Up Smith Machine Bench Press Single Arm Dumbbell Bench Press Low Cable Crossover
14603, adult 2 1 2 1 1 good legs, Lying Machine Squat Dumbbell Step Up Lateral Step Up Hip Lift
14604, adult 2 1 2 1 1 good back, One Arm Dumbbell Row Bent Over Alternating Dumbbell Row Rope Cable Row Reverse Grip Lat Pullown
14605, adult 2 1 2 1 1 good calves, Calf Raise   Seated Calf Raise   Standing Dumbbell Calf Raise Seated Calf Raise
14606, adult 2 1 2 1 2 good abdominals, Bent Knee Sit Up V Up Sit Up Alternating Heel Touch
14607, adult 2 1 2 1 2 good triceps, Tricep Extensions Overhead Single Arm Cable Tricep Extension Rope Triceps Pushdown Lying Reverse EZ Bar Triceps Extension Close Grip Bench Press
14608, adult 2 1 2 1 2 good biceps, Seated Dumbbell Curl Concentration Dumbbell Curl Lying Cable Curl Preacher Cable Curl Preacher Barbell Curl
14609, adult 2 1 2 1 2 good shoulders, Single Arm Dumbbell Shoulder Press Dumbbell Shoulder Press Barbell Front Raise Arnold Dumbbell Press
14610, adult 2 1 2 1 2 good chest, Dumbbell Push Up Barbell Bench Press Smith Machine Bench Press Alternating Dumbbell Bench Press
14611, adult 2 1 2 1 2 good legs, Lateral Step Up Barbell Squat Lying Leg Curl Dumbbell Lunge
14612, adult 2 1 2 1 2 good back, Seated Row Reverse Grip Lat Pullown Single Arm Lat Pulldown Rope Cable Row
14613, adult 2 1 2 1 2 good calves, Calf Press Dumbbell Calf Raise Seated Calf Raise Calf Raise   Seated
14614, adult 2 1 2 1 3 good abdominals, Bent Knee Sit Up Heel Touch Side Plank (hip lift) Reverse Crunch
14615, adult 2 1 2 1 3 good triceps, Overhead Single Dumbbell Tricep Extension Low Cable Triceps Extension Bench Dips Decline Single Arm Dumbbell Triceps Extension Reverse Tricep Pushdown
14616, adult 2 1 2 1 3 good biceps, Seated Dumbbell Curl Lying Cable Curl EZ Bar Curl Preacher Barbell Curl Incline Dumbbell Curl
14617, adult 2 1 2 1 3 good shoulders, Dumbbell Lateral Raise Dumbbell Shoulder Press Single Arm Cable Lateral Raise Smith Machine Shoulder Press Kneeling Single Arm Cable Rear Delt Raise
14618, adult 2 1 2 1 3 good chest, Machine Vertical Bench Press Smith Machine Bench Press Low Cable Crossover Single Arm Dumbbell Bench Press
14619, adult 2 1 2 1 3 good legs, Leg Curl Lunge Reverse Lunge Dumbbell Lunge
14620, adult 2 1 2 1 3 good back, Alternating Superman Reverse Grip Lat Pullown Rope Cable Row Single Arm Lat Pulldown
14621, adult 2 1 2 1 3 good calves, Calf Raise   Standing Calf Raise   Seated Calf Press Dumbbell Calf Raise
14622, adult 2 1 2 2 1 good abdominals, Alternating Heel Touch Crunch Cross Crunch Side Plank (hip lift)
14623, adult 2 1 2 2 1 good triceps, Lying Tricep Extensions Bench Dips Low Cable Triceps Extension Lying Reverse EZ Bar Triceps Extension Reverse Tricep Pushdown
14624, adult 2 1 2 2 1 good biceps, Hammer Curl Lying Double Biceps Cable Curl Lying Cable Curl Preacher EZ Bar Curl Cross Body Hammer Curl
14625, adult 2 1 2 2 1 good shoulders, Cable External Rotation Lying Dumbbell Rear Delt Raise Seated Dumbbell Rear Delt Raise Dumbbell Front Raise
14626, adult 2 1 2 2 1 good chest, Machine Vertical Bench Press Single Arm Dumbbell Bench Press Low Cable Crossover Alternating Dumbbell Bench Press
14627, adult 2 1 2 2 1 good legs, Dumbbell Squat Lying Alternating Leg Curl Single Leg Squat Single Arm Dumbbell Side Squat
14628, adult 2 1 2 2 1 good back, Superman Bent Over Long Barbell Row Single Arm Lat Pulldown Reverse Grip Lat Pullown
14629, adult 2 1 2 2 1 good calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
14630, adult 2 1 2 2 2 good abdominals, Reverse Crunch Side Plank (hip lift) Crunch Alternating Heel Touch
14631, adult 2 1 2 2 2 good triceps, Lying Single Arm Dumbbell Triceps Extension Diamond Push Up Rope Triceps Pushdown Reverse Tricep Pushdown Lying Reverse EZ Bar Triceps Extension
14632, adult 2 1 2 2 2 good biceps, Machine Curl Rope Cable Curl EZ Bar Curl Lying High Cable Curl Overhead Rope Cable Curl
14633, adult 2 1 2 2 2 good shoulders, Seated Dumbbell Rear Delt Raise Dumbbell Twisting Shoulder Press Pec Deck Real Delt Extensions Arnold Dumbbell Press
14634, adult 2 1 2 2 2 good chest, Dumbbell Push Up Alternating Dumbbell Bench Press Low Cable Crossover Single Arm Dumbbell Bench Press
14635, adult 2 1 2 2 2 good legs, Lying Machine Squat Single Arm Dumbbell Side Squat Barbell Lunge Lying Alternating Leg Curl
14636, adult 2 1 2 2 2 good back, Superman Hold Rope Cable Row Bent Over Long Barbell Row Reverse Grip Lat Pullown
14637, adult 2 1 2 2 2 good calves, Dumbbell Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
14638, adult 2 1 2 2 3 good abdominals, Crunch Reverse Crunch Side Plank (hip lift) Heel Touch
14639, adult 2 1 2 2 3 good triceps, Dumbbell Kickback Overhead Single Arm Cable Tricep Extension Lying EZ Bar Triceps Extension Decline Single Arm Dumbbell Triceps Extension Overhead EZ Bar Triceps Extension
